message_id,user_id,username,receiver_id,receiver_name,message,timestamp,is_group,group_id,message_status
250,U002,Bob,U004,Diana,Can you share the document?,2025-09-20 10:29:10,False,,Pending
251,U003,Charlie,U001,Alice,What’s the plan for today?,2025-09-20 11:48:46,False,,Seen
252,U001,Alice,U002,Bob,Working on it now.,2025-09-20 10:37:48,False,,Seen
253,U004,Diana,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 11:24:20,True,G001,Delivered
254,U004,Diana,G001,Team_Project,"Hey, how are you?",2025-09-20 12:07:00,True,G001,Delivered
255,U005,Eve,U004,Diana,Reminder: deadline is tomorrow!,2025-09-20 10:38:15,False,,Pending
256,U004,Diana,U005,Eve,Working on it now.,2025-09-20 11:08:16,False,,Delivered
257,U002,Bob,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 10:21:25,True,G002,Delivered
258,U002,Bob,U005,Eve,Did you finish the report?,2025-09-20 10:30:06,False,,Pending
259,U001,Alice,G001,Team_Project,"Hey, how are you?",2025-09-20 11:30:39,True,G001,Pending
260,U003,Charlie,U002,Bob,Can you share the document?,2025-09-20 12:01:20,False,,Seen
261,U004,Diana,G001,Team_Project,I'm almost done with the task.,2025-09-20 10:52:12,True,G001,Delivered
262,U001,Alice,U005,Eve,I'm almost done with the task.,2025-09-20 10:21:50,False,,Pending
263,U004,Diana,G001,Team_Project,Good night everyone!,2025-09-20 11:14:31,True,G001,Pending
264,U003,Charlie,U005,Eve,Good night everyone!,2025-09-20 11:58:48,False,,Seen
265,U002,Bob,U003,Charlie,See you tomorrow.,2025-09-20 11:23:55,False,,Pending
266,U005,Eve,U001,Alice,Can you share the document?,2025-09-20 11:19:48,False,,Delivered
267,U003,Charlie,G001,Team_Project,Good night everyone!,2025-09-20 11:46:48,True,G001,Pending
268,U002,Bob,U003,Charlie,I'm almost done with the task.,2025-09-20 11:24:52,False,,Delivered
269,U001,Alice,U005,Eve,See you tomorrow.,2025-09-20 11:47:36,False,,Delivered
270,U005,Eve,U004,Diana,I'm almost done with the task.,2025-09-20 10:27:00,False,,Seen
271,U004,Diana,U001,Alice,What’s the plan for today?,2025-09-20 11:12:16,False,,Pending
272,U005,Eve,G001,Team_Project,Good morning!,2025-09-20 11:44:16,True,G001,Pending
273,U002,Bob,G002,Friends_Chat,What’s the plan for today?,2025-09-20 12:07:24,True,G002,Delivered
274,U004,Diana,U003,Charlie,"Sure, sending it now.",2025-09-20 10:45:40,False,,Pending
275,U003,Charlie,G002,Friends_Chat,That sounds great!,2025-09-20 12:12:55,True,G002,Pending
276,U003,Charlie,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 10:46:00,True,G002,Seen
277,U005,Eve,U004,Diana,Please review the file.,2025-09-20 11:36:57,False,,Seen
278,U002,Bob,G002,Friends_Chat,Can you share the document?,2025-09-20 11:37:18,True,G002,Seen
279,U002,Bob,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 11:19:03,True,G002,Delivered
280,U005,Eve,G001,Team_Project,What’s the plan for today?,2025-09-20 11:24:00,True,G001,Seen
281,U003,Charlie,U005,Eve,"Sure, sending it now.",2025-09-20 11:52:24,False,,Delivered
282,U001,Alice,G001,Team_Project,What’s the plan for today?,2025-09-20 11:29:18,True,G001,Seen
283,U005,Eve,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 11:57:55,True,G002,Delivered
284,U003,Charlie,U001,Alice,Good night everyone!,2025-09-20 11:34:40,False,,Delivered
285,U002,Bob,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 11:58:45,True,G002,Delivered
286,U003,Charlie,U001,Alice,See you tomorrow.,2025-09-20 10:28:36,False,,Delivered
287,U004,Diana,U001,Alice,I'm almost done with the task.,2025-09-20 11:21:19,False,,Pending
288,U002,Bob,U001,Alice,I’ll join the call soon.,2025-09-20 11:40:48,False,,Delivered
289,U004,Diana,U005,Eve,Did you finish the report?,2025-09-20 11:31:31,False,,Delivered
290,U002,Bob,U004,Diana,Did you finish the report?,2025-09-20 11:51:10,False,,Pending
291,U004,Diana,U001,Alice,Can you share the document?,2025-09-20 10:58:12,False,,Delivered
292,U001,Alice,G001,Team_Project,"Sure, sending it now.",2025-09-20 11:37:20,True,G001,Pending
293,U003,Charlie,U002,Bob,Please review the file.,2025-09-20 11:27:54,False,,Pending
294,U004,Diana,G002,Friends_Chat,Reminder: deadline is tomorrow!,2025-09-20 11:47:48,True,G002,Seen
295,U002,Bob,G002,Friends_Chat,Good morning!,2025-09-20 11:43:15,True,G002,Delivered
296,U005,Eve,G001,Team_Project,I’ll join the call soon.,2025-09-20 11:33:44,True,G001,Seen
297,U005,Eve,U002,Bob,I'm almost done with the task.,2025-09-20 12:08:42,False,,Delivered
298,U003,Charlie,U004,Diana,Please review the file.,2025-09-20 12:09:08,False,,Delivered
299,U003,Charlie,G001,Team_Project,Let's meet at 5 PM.,2025-09-20 11:54:37,True,G001,Seen
300,U001,Alice,U002,Bob,I'm almost done with the task.,2025-09-20 12:15:00,False,,Seen
301,U004,Diana,U005,Eve,Good night everyone!,2025-09-20 10:45:09,False,,Seen
302,U001,Alice,U004,Diana,"Sure, sending it now.",2025-09-20 11:45:42,False,,Delivered
303,U005,Eve,G001,Team_Project,Let's meet at 5 PM.,2025-09-20 11:30:54,True,G001,Pending
304,U002,Bob,U004,Diana,Let's meet at 5 PM.,2025-09-20 11:31:12,False,,Delivered
305,U004,Diana,G002,Friends_Chat,What’s the plan for today?,2025-09-20 10:55:55,True,G002,Seen
306,U005,Eve,U001,Alice,Please review the file.,2025-09-20 12:27:54,False,,Delivered
307,U001,Alice,G002,Friends_Chat,"Hey, how are you?",2025-09-20 11:57:41,True,G002,Seen
308,U003,Charlie,U005,Eve,"Hey, how are you?",2025-09-20 11:42:40,False,,Seen
309,U004,Diana,G002,Friends_Chat,Good morning!,2025-09-20 12:13:54,True,G002,Pending
310,U001,Alice,U002,Bob,What’s the plan for today?,2025-09-20 10:31:00,False,,Seen
311,U002,Bob,G001,Team_Project,"Hey, how are you?",2025-09-20 11:07:23,True,G001,Delivered
312,U001,Alice,U005,Eve,Working on it now.,2025-09-20 11:54:24,False,,Seen
313,U001,Alice,G001,Team_Project,I’ll join the call soon.,2025-09-20 11:23:28,True,G001,Pending
314,U004,Diana,G001,Team_Project,"Sure, sending it now.",2025-09-20 12:00:22,True,G001,Seen
315,U002,Bob,U001,Alice,Let's meet at 5 PM.,2025-09-20 10:57:45,False,,Pending
316,U001,Alice,G002,Friends_Chat,Did you finish the report?,2025-09-20 11:24:16,True,G002,Delivered
317,U001,Alice,U004,Diana,Reminder: deadline is tomorrow!,2025-09-20 12:38:30,False,,Pending
318,U003,Charlie,U001,Alice,Good morning!,2025-09-20 11:46:00,False,,Seen
319,U001,Alice,G002,Friends_Chat,Good night everyone!,2025-09-20 12:12:55,True,G002,Seen
320,U001,Alice,U002,Bob,"Hey, how are you?",2025-09-20 12:24:00,False,,Pending
321,U001,Alice,U002,Bob,Reminder: deadline is tomorrow!,2025-09-20 12:19:06,False,,Pending
322,U005,Eve,U002,Bob,What’s the plan for today?,2025-09-20 10:37:34,False,,Pending
323,U001,Alice,G002,Friends_Chat,"Sure, sending it now.",2025-09-20 10:53:50,True,G002,Delivered
324,U005,Eve,U004,Diana,Working on it now.,2025-09-20 10:27:00,False,,Delivered
325,U005,Eve,G001,Team_Project,That sounds great!,2025-09-20 10:54:10,True,G001,Delivered
326,U003,Charlie,G001,Team_Project,Let's meet at 5 PM.,2025-09-20 11:16:04,True,G001,Delivered
327,U002,Bob,U001,Alice,That sounds great!,2025-09-20 10:43:36,False,,Seen
328,U003,Charlie,G001,Team_Project,"Hey, how are you?",2025-09-20 12:22:08,True,G001,Seen
329,U004,Diana,U005,Eve,"Sure, sending it now.",2025-09-20 12:44:30,False,,Delivered
330,U003,Charlie,G001,Team_Project,That sounds great!,2025-09-20 12:01:00,True,G001,Pending
331,U005,Eve,G001,Team_Project,That sounds great!,2025-09-20 11:55:51,True,G001,Pending
332,U002,Bob,U005,Eve,What’s the plan for today?,2025-09-20 10:49:48,False,,Pending
333,U003,Charlie,U002,Bob,Let's meet at 5 PM.,2025-09-20 10:55:30,False,,Delivered
334,U005,Eve,U004,Diana,"Sure, sending it now.",2025-09-20 10:50:06,False,,Seen
335,U001,Alice,U002,Bob,Did you finish the report?,2025-09-20 11:12:35,False,,Delivered
336,U004,Diana,U001,Alice,Reminder: deadline is tomorrow!,2025-09-20 11:46:24,False,,Pending
337,U004,Diana,U002,Bob,I’ll join the call soon.,2025-09-20 12:48:30,False,,Pending
338,U003,Charlie,G001,Team_Project,Good night everyone!,2025-09-20 12:20:50,True,G001,Pending
339,U001,Alice,U002,Bob,Did you finish the report?,2025-09-20 12:43:51,False,,Pending
340,U001,Alice,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 12:10:20,True,G001,Pending
341,U003,Charlie,U002,Bob,"Hey, how are you?",2025-09-20 11:47:59,False,,Delivered
342,U005,Eve,U002,Bob,Good morning!,2025-09-20 10:57:00,False,,Delivered
343,U004,Diana,U001,Alice,I'm almost done with the task.,2025-09-20 10:51:27,False,,Pending
344,U005,Eve,U003,Charlie,"Sure, sending it now.",2025-09-20 12:46:16,False,,Pending
345,U003,Charlie,G001,Team_Project,"Sure, sending it now.",2025-09-20 11:49:15,True,G001,Seen
346,U001,Alice,G001,Team_Project,Good morning!,2025-09-20 11:26:30,True,G001,Seen
347,U002,Bob,U005,Eve,Good night everyone!,2025-09-20 12:41:56,False,,Delivered
348,U001,Alice,G001,Team_Project,Let's meet at 5 PM.,2025-09-20 12:54:00,True,G001,Delivered
349,U003,Charlie,G002,Friends_Chat,Good morning!,2025-09-20 12:54:30,True,G002,Seen
350,U004,Diana,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 11:21:40,True,G002,Pending
351,U001,Alice,U003,Charlie,Can you share the document?,2025-09-20 12:32:06,False,,Pending
352,U002,Bob,G002,Friends_Chat,What’s the plan for today?,2025-09-20 11:51:28,True,G002,Pending
353,U003,Charlie,U002,Bob,Reminder: deadline is tomorrow!,2025-09-20 11:57:40,False,,Delivered
354,U001,Alice,U002,Bob,Did you finish the report?,2025-09-20 10:29:30,False,,Delivered
355,U005,Eve,U003,Charlie,"Sure, sending it now.",2025-09-20 11:11:00,False,,Pending
356,U004,Diana,U002,Bob,Did you finish the report?,2025-09-20 12:34:16,False,,Seen
357,U004,Diana,G002,Friends_Chat,Please review the file.,2025-09-20 11:11:24,True,G002,Seen
358,U002,Bob,U004,Diana,Reminder: deadline is tomorrow!,2025-09-20 12:47:04,False,,Seen
359,U003,Charlie,U001,Alice,Working on it now.,2025-09-20 10:53:51,False,,Delivered
360,U001,Alice,G002,Friends_Chat,Please review the file.,2025-09-20 10:36:00,True,G002,Pending
361,U003,Charlie,U004,Diana,Did you finish the report?,2025-09-20 11:12:12,False,,Pending
362,U003,Charlie,U002,Bob,See you tomorrow.,2025-09-20 11:12:24,False,,Seen
363,U004,Diana,G001,Team_Project,Let's meet at 5 PM.,2025-09-20 12:43:21,True,G001,Pending
364,U004,Diana,U005,Eve,Reminder: deadline is tomorrow!,2025-09-20 12:31:40,False,,Seen
365,U005,Eve,U002,Bob,What’s the plan for today?,2025-09-20 11:06:55,False,,Delivered
366,U002,Bob,G001,Team_Project,"Hey, how are you?",2025-09-20 11:55:54,True,G001,Delivered
367,U005,Eve,G002,Friends_Chat,Can you share the document?,2025-09-20 11:19:31,True,G002,Delivered
368,U002,Bob,U005,Eve,Can you share the document?,2025-09-20 11:19:44,False,,Seen
369,U005,Eve,G001,Team_Project,"Hey, how are you?",2025-09-20 12:58:21,True,G001,Delivered
370,U001,Alice,U005,Eve,What’s the plan for today?,2025-09-20 11:14:00,False,,Pending
371,U001,Alice,U004,Diana,Did you finish the report?,2025-09-20 10:43:17,False,,Delivered
372,U004,Diana,G001,Team_Project,I’ll join the call soon.,2025-09-20 11:20:36,True,G001,Delivered
373,U005,Eve,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 12:29:12,True,G001,Seen
374,U004,Diana,U002,Bob,Did you finish the report?,2025-09-20 11:21:02,False,,Delivered
375,U002,Bob,G001,Team_Project,"Hey, how are you?",2025-09-20 11:27:30,True,G001,Pending
376,U003,Charlie,U001,Alice,Please review the file.,2025-09-20 11:52:48,False,,Delivered
377,U003,Charlie,G001,Team_Project,What’s the plan for today?,2025-09-20 11:34:15,True,G001,Seen
378,U002,Bob,U001,Alice,Did you finish the report?,2025-09-20 10:37:48,False,,Seen
379,U003,Charlie,U001,Alice,Can you share the document?,2025-09-20 13:03:11,False,,Delivered
380,U002,Bob,G001,Team_Project,Please review the file.,2025-09-20 11:16:00,True,G001,Seen
381,U003,Charlie,U005,Eve,I’ll join the call soon.,2025-09-20 11:03:30,False,,Pending
382,U001,Alice,G002,Friends_Chat,Can you share the document?,2025-09-20 13:11:00,True,G002,Delivered
383,U003,Charlie,G001,Team_Project,Good morning!,2025-09-20 12:45:58,True,G001,Delivered
384,U001,Alice,G002,Friends_Chat,Working on it now.,2025-09-20 11:04:00,True,G002,Seen
385,U004,Diana,G002,Friends_Chat,See you tomorrow.,2025-09-20 10:32:05,True,G002,Pending
386,U004,Diana,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 12:15:06,True,G002,Pending
387,U003,Charlie,U002,Bob,That sounds great!,2025-09-20 12:21:54,False,,Pending
388,U004,Diana,U003,Charlie,Reminder: deadline is tomorrow!,2025-09-20 11:17:36,False,,Seen
389,U004,Diana,U001,Alice,Can you share the document?,2025-09-20 12:42:05,False,,Pending
390,U004,Diana,U002,Bob,I'm almost done with the task.,2025-09-20 11:24:30,False,,Delivered
391,U003,Charlie,U004,Diana,Reminder: deadline is tomorrow!,2025-09-20 12:36:24,False,,Seen
392,U003,Charlie,U005,Eve,See you tomorrow.,2025-09-20 10:45:44,False,,Seen
393,U004,Diana,G001,Team_Project,Working on it now.,2025-09-20 11:51:21,True,G001,Seen
394,U003,Charlie,U005,Eve,Working on it now.,2025-09-20 12:57:18,False,,Pending
395,U005,Eve,U001,Alice,Reminder: deadline is tomorrow!,2025-09-20 11:58:30,False,,Seen
396,U002,Bob,G001,Team_Project,I’ll join the call soon.,2025-09-20 12:25:12,True,G001,Delivered
397,U004,Diana,U002,Bob,Working on it now.,2025-09-20 12:32:11,False,,Seen
398,U002,Bob,G002,Friends_Chat,Let's meet at 5 PM.,2025-09-20 10:59:42,True,G002,Seen
399,U002,Bob,G001,Team_Project,Did you finish the report?,2025-09-20 10:33:15,True,G001,Seen
400,U002,Bob,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 12:20:00,True,G001,Seen
401,U003,Charlie,G001,Team_Project,Good morning!,2025-09-20 11:53:37,True,G001,Pending
402,U002,Bob,U005,Eve,I’ll join the call soon.,2025-09-20 11:40:30,False,,Delivered
403,U001,Alice,G002,Friends_Chat,That sounds great!,2025-09-20 10:33:35,True,G002,Delivered
404,U002,Bob,U001,Alice,Working on it now.,2025-09-20 11:34:16,False,,Pending
405,U005,Eve,U003,Charlie,Can you share the document?,2025-09-20 12:55:30,False,,Delivered
406,U005,Eve,U003,Charlie,Please review the file.,2025-09-20 11:00:54,False,,Seen
407,U003,Charlie,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 11:07:50,True,G002,Delivered
408,U003,Charlie,G002,Friends_Chat,See you tomorrow.,2025-09-20 11:48:48,True,G002,Seen
409,U001,Alice,U003,Charlie,Did you finish the report?,2025-09-20 12:50:25,False,,Seen
410,U003,Charlie,U001,Alice,I’ll join the call soon.,2025-09-20 12:09:50,False,,Delivered
411,U004,Diana,U001,Alice,I’ll join the call soon.,2025-09-20 12:44:24,False,,Pending
412,U001,Alice,G001,Team_Project,Let's meet at 5 PM.,2025-09-20 12:51:40,True,G001,Seen
413,U001,Alice,G001,Team_Project,Working on it now.,2025-09-20 10:55:04,True,G001,Seen
414,U005,Eve,G001,Team_Project,That sounds great!,2025-09-20 10:48:18,True,G001,Delivered
415,U003,Charlie,G001,Team_Project,I'm almost done with the task.,2025-09-20 12:11:25,True,G001,Delivered
416,U003,Charlie,G002,Friends_Chat,Please review the file.,2025-09-20 11:30:08,True,G002,Seen
417,U003,Charlie,G002,Friends_Chat,Good morning!,2025-09-20 11:02:33,True,G002,Seen
418,U002,Bob,G002,Friends_Chat,Good night everyone!,2025-09-20 11:16:38,True,G002,Delivered
419,U005,Eve,U001,Alice,See you tomorrow.,2025-09-20 10:41:54,False,,Seen
420,U004,Diana,U001,Alice,Reminder: deadline is tomorrow!,2025-09-20 12:27:00,False,,Seen
421,U001,Alice,U004,Diana,Good night everyone!,2025-09-20 12:55:25,False,,Pending
422,U003,Charlie,U001,Alice,Please review the file.,2025-09-20 12:13:38,False,,Seen
423,U002,Bob,G001,Team_Project,That sounds great!,2025-09-20 11:31:39,True,G001,Pending
424,U005,Eve,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 12:14:16,True,G001,Seen
425,U002,Bob,G002,Friends_Chat,See you tomorrow.,2025-09-20 11:17:55,True,G002,Pending
426,U003,Charlie,G001,Team_Project,What’s the plan for today?,2025-09-20 13:33:00,True,G001,Seen
427,U005,Eve,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 10:35:35,True,G002,Delivered
428,U002,Bob,G002,Friends_Chat,"Sure, sending it now.",2025-09-20 13:05:28,True,G002,Seen
429,U001,Alice,U003,Charlie,I'm almost done with the task.,2025-09-20 11:47:15,False,,Delivered
430,U003,Charlie,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 13:20:40,True,G002,Delivered
431,U005,Eve,G001,Team_Project,Good night everyone!,2025-09-20 10:50:17,True,G001,Delivered
432,U004,Diana,U005,Eve,"Sure, sending it now.",2025-09-20 13:21:36,False,,Seen
433,U002,Bob,G002,Friends_Chat,Good morning!,2025-09-20 11:26:36,True,G002,Delivered
434,U001,Alice,G002,Friends_Chat,Good night everyone!,2025-09-20 13:15:18,True,G002,Seen
435,U005,Eve,G002,Friends_Chat,"Hey, how are you?",2025-09-20 12:10:30,True,G002,Delivered
436,U004,Diana,U005,Eve,Did you finish the report?,2025-09-20 12:47:08,False,,Delivered
437,U005,Eve,U001,Alice,Please review the file.,2025-09-20 13:02:05,False,,Delivered
438,U005,Eve,G001,Team_Project,Can you share the document?,2025-09-20 11:56:48,True,G001,Delivered
439,U004,Diana,U005,Eve,Good morning!,2025-09-20 11:35:07,False,,Delivered
440,U003,Charlie,U002,Bob,See you tomorrow.,2025-09-20 11:06:00,False,,Pending
441,U004,Diana,U005,Eve,What’s the plan for today?,2025-09-20 13:33:09,False,,Seen
442,U002,Bob,U004,Diana,Let's meet at 5 PM.,2025-09-20 11:43:08,False,,Delivered
443,U005,Eve,G001,Team_Project,Good night everyone!,2025-09-20 12:20:17,True,G001,Delivered
444,U003,Charlie,U002,Bob,Can you share the document?,2025-09-20 13:27:12,False,,Pending
445,U004,Diana,U005,Eve,"Hey, how are you?",2025-09-20 12:50:35,False,,Delivered
446,U001,Alice,G001,Team_Project,What’s the plan for today?,2025-09-20 11:14:20,True,G001,Delivered
447,U005,Eve,U002,Bob,Let's meet at 5 PM.,2025-09-20 12:14:06,False,,Pending
448,U001,Alice,U003,Charlie,Good night everyone!,2025-09-20 11:22:08,False,,Seen
449,U003,Charlie,G001,Team_Project,Good night everyone!,2025-09-20 12:29:40,True,G001,Seen
450,U005,Eve,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 11:15:00,True,G002,Seen
451,U005,Eve,U003,Charlie,I'm almost done with the task.,2025-09-20 11:22:41,False,,Delivered
452,U001,Alice,G001,Team_Project,Good night everyone!,2025-09-20 10:37:40,True,G001,Pending
453,U005,Eve,G001,Team_Project,Working on it now.,2025-09-20 13:46:30,True,G001,Seen
454,U002,Bob,U005,Eve,"Hey, how are you?",2025-09-20 13:01:36,False,,Seen
455,U001,Alice,G002,Friends_Chat,Did you finish the report?,2025-09-20 13:32:20,True,G002,Seen
456,U001,Alice,G002,Friends_Chat,See you tomorrow.,2025-09-20 13:10:00,True,G002,Seen
457,U004,Diana,U005,Eve,"Hey, how are you?",2025-09-20 12:47:34,False,,Pending
458,U002,Bob,U004,Diana,See you tomorrow.,2025-09-20 13:18:28,False,,Delivered
459,U001,Alice,U003,Charlie,Let's meet at 5 PM.,2025-09-20 13:34:12,False,,Delivered
460,U001,Alice,U002,Bob,That sounds great!,2025-09-20 11:32:00,False,,Seen
461,U004,Diana,U002,Bob,"Sure, sending it now.",2025-09-20 11:16:50,False,,Delivered
462,U002,Bob,G002,Friends_Chat,"Hey, how are you?",2025-09-20 12:34:00,True,G002,Delivered
463,U005,Eve,U004,Diana,What’s the plan for today?,2025-09-20 12:11:11,False,,Seen
464,U003,Charlie,U004,Diana,Good morning!,2025-09-20 12:03:44,False,,Seen
465,U001,Alice,G002,Friends_Chat,What’s the plan for today?,2025-09-20 13:06:00,True,G002,Seen
466,U001,Alice,G001,Team_Project,"Sure, sending it now.",2025-09-20 13:53:00,True,G001,Delivered
467,U003,Charlie,G001,Team_Project,"Hey, how are you?",2025-09-20 12:35:40,True,G001,Pending
468,U002,Bob,G002,Friends_Chat,Reminder: deadline is tomorrow!,2025-09-20 12:12:36,True,G002,Delivered
469,U002,Bob,U005,Eve,I'm almost done with the task.,2025-09-20 11:41:37,False,,Seen
470,U005,Eve,U003,Charlie,Working on it now.,2025-09-20 12:13:10,False,,Pending
471,U003,Charlie,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 10:39:15,True,G001,Delivered
472,U003,Charlie,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 12:29:28,True,G002,Delivered
473,U005,Eve,U003,Charlie,What’s the plan for today?,2025-09-20 12:37:40,False,,Pending
474,U001,Alice,U002,Bob,"Hey, how are you?",2025-09-20 12:53:48,False,,Delivered
475,U005,Eve,G002,Friends_Chat,Working on it now.,2025-09-20 13:41:40,True,G002,Seen
476,U001,Alice,U005,Eve,Working on it now.,2025-09-20 12:38:40,False,,Delivered
477,U002,Bob,G001,Team_Project,Good night everyone!,2025-09-20 11:19:30,True,G001,Seen
478,U002,Bob,U001,Alice,I’ll join the call soon.,2025-09-20 13:43:04,False,,Pending
479,U003,Charlie,G001,Team_Project,Working on it now.,2025-09-20 11:59:45,True,G001,Delivered
480,U001,Alice,U002,Bob,Can you share the document?,2025-09-20 13:28:00,False,,Delivered
481,U002,Bob,G001,Team_Project,"Sure, sending it now.",2025-09-20 13:52:29,True,G001,Pending
482,U003,Charlie,U001,Alice,Please review the file.,2025-09-20 13:36:54,False,,Delivered
483,U005,Eve,G001,Team_Project,Did you finish the report?,2025-09-20 13:29:18,True,G001,Pending
484,U001,Alice,U003,Charlie,Did you finish the report?,2025-09-20 12:49:24,False,,Pending
485,U005,Eve,U003,Charlie,I'm almost done with the task.,2025-09-20 12:33:35,False,,Seen
486,U005,Eve,U004,Diana,Working on it now.,2025-09-20 12:58:12,False,,Seen
487,U002,Bob,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 12:58:34,True,G002,Pending
488,U005,Eve,G002,Friends_Chat,Good morning!,2025-09-20 13:39:36,True,G002,Pending
489,U005,Eve,U001,Alice,Can you share the document?,2025-09-20 11:37:48,False,,Delivered
490,U002,Bob,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 13:24:10,True,G002,Delivered
491,U005,Eve,G002,Friends_Chat,That sounds great!,2025-09-20 13:24:35,True,G002,Delivered
492,U004,Diana,U002,Bob,Reminder: deadline is tomorrow!,2025-09-20 12:19:24,False,,Delivered
493,U004,Diana,G002,Friends_Chat,That sounds great!,2025-09-20 13:41:51,True,G002,Pending
494,U003,Charlie,U002,Bob,Reminder: deadline is tomorrow!,2025-09-20 11:30:34,False,,Delivered
495,U003,Charlie,U005,Eve,Good night everyone!,2025-09-20 10:49:30,False,,Seen
496,U003,Charlie,U002,Bob,Let's meet at 5 PM.,2025-09-20 11:06:08,False,,Pending
497,U004,Diana,G001,Team_Project,"Hey, how are you?",2025-09-20 11:55:58,True,G001,Seen
498,U001,Alice,U004,Diana,I’ll join the call soon.,2025-09-20 12:37:42,False,,Seen
499,U003,Charlie,U002,Bob,Working on it now.,2025-09-20 14:01:11,False,,Seen
500,U004,Diana,U001,Alice,Good morning!,2025-09-20 12:30:00,False,,Delivered
